,ISG15,IFI6,ISG20,IFIT3,IFIT1,B2M,IFIT2,MT2A,RSAD2,IRF7
29,0.0,0.0,0.40019554,0.0,0.0,4.173834,0.0,0.0,0.0,0.0
30,0.0,0.0,0.40097046,0.0,0.0,4.174128,0.0,0.0,0.0,0.0
31,0.0,0.0,0.40174526,0.0,0.0,4.1744223,0.0,0.0,0.0,0.0
32,0.0,0.0,0.4025203,0.0,0.0,4.1747165,0.0,0.0,0.0,0.0
33,0.0,0.0,0.40329498,0.0,0.0,4.175011,0.0,0.0,0.0,0.0
34,0.0,0.0,0.40406975,0.0,0.0,4.1753054,0.0,0.0,0.0,0.0
35,0.0,0.0,0.40484458,0.0,0.0,4.1756,0.0,0.0,0.0,0.0
36,0.0,0.0,0.40561938,0.0,0.0,4.1758943,0.0,0.0,0.0,0.0
37,0.0,0.0,0.40639427,0.0,0.0,4.1761894,0.0,0.0,0.0,0.0
38,0.0,0.0,0.40716913,0.0,0.0,4.1764827,0.0,0.0,0.0,0.0
39,0.0,0.0,0.40794393,0.0,0.0,4.1767783,0.0,0.0,0.0,0.0
40,0.0,0.0,0.4087187,0.0,0.0,4.1770725,0.0,0.0,0.0,0.0
41,0.0,0.0,0.4094936,0.0,0.0,4.1773667,0.0,0.0,0.0,0.0
42,0.0,0.0,0.41026834,0.0,0.0,4.177661,0.0,0.0,0.0,0.0
43,0.0,0.0,0.41104323,0.0,0.0,4.1779556,0.0,0.0,0.0,0.0
44,0.0,0.0,0.411818,0.0,0.0,4.17825,0.0,0.0,0.0,0.0
45,0.0,0.0,0.41259283,0.0,0.0,4.1785445,0.0,0.0,0.0,0.0
46,0.0,0.0,0.41336757,0.0,0.0,4.1788387,0.0,0.0,0.0,0.0
47,0.0,0.0,0.41414255,0.0,0.0,4.1791334,0.0,0.0,0.0,0.0
48,0.0,0.0,0.41491726,0.0,0.0,4.1794276,0.0,0.0,0.0,0.0
49,0.0,0.0,0.41569215,0.0,0.0,4.1797223,0.0,0.0,0.0,0.0
50,0.0,0.0,0.416467,0.0,0.0,4.1800165,0.0,0.0,0.0,0.0
51,0.0,0.0,0.41724184,0.0,0.0,4.180311,0.0,0.0,0.0,0.0
52,0.0,0.0,0.41801652,0.0,0.0,4.1806054,0.0,0.0,0.0,0.0
53,0.0,0.0,0.41878656,0.0,0.0,4.1808925,0.0,0.0,0.0,0.0
54,0.0,0.0,0.41955474,0.0,0.0,4.1811767,0.0,0.0,0.0,0.0
55,0.0,0.0,0.42032298,0.0,0.0,4.1814604,0.0,0.0,0.0,0.0
56,0.0,0.0,0.4210911,0.0,0.0,4.181745,0.0,0.0,0.0,0.0
57,0.0,0.0,0.42185923,0.0,0.0,4.1820297,0.0,0.0,0.0,0.0
58,0.0,0.0,0.4226275,0.0,0.0,4.1823134,0.0,0.0,0.0,0.0
59,0.0,0.0,0.4233955,0.0,0.0,4.1825976,0.0,0.0,0.0,0.0
60,0.0,0.0,0.42416382,0.0,0.0,4.1828814,0.0,0.0,0.0,0.0
61,0.0,0.0,0.42493185,0.0,0.0,4.183166,0.0,0.0,0.0,0.0
62,0.0,0.0,0.4257001,0.0,0.0,4.1834497,0.0,0.0,0.0,0.0
63,0.0,0.0,0.42646825,0.0,0.0,4.1837344,0.0,0.0,0.0,0.0
64,0.0,0.0,0.4272366,0.0,0.0,4.184018,0.0,0.0,0.0,0.0
65,0.0,0.0,0.4280046,0.0,0.0,4.1843023,0.0,0.0,0.0,0.0
66,0.0,0.0,0.42877284,0.0,0.0,4.1845875,0.0,0.0,0.0,0.0
67,0.0,0.0,0.42954114,0.0,0.0,4.184871,0.0,0.0,0.0,0.0
68,0.0,0.0,0.43030924,0.0,0.0,4.185155,0.0,0.0,0.0,0.0
69,0.0,0.0,0.43107736,0.0,0.0,4.185439,0.0,0.0,0.0,0.0
70,0.0,0.0,0.43184543,0.0,0.0,4.185724,0.0,0.0,0.0,0.0
71,0.0,0.0,0.43261385,0.0,0.0,4.186008,0.0,0.0,0.0,0.0
72,0.0,0.0,0.43338206,0.0,0.0,4.1862917,0.0,0.0,0.0,0.0
73,0.0,0.0,0.4341501,0.0,0.0,4.186576,0.0,0.0,0.0,0.0
74,0.0,0.0,0.43491796,0.0,0.0,4.186861,0.0,0.0,0.0,0.0
75,0.0,0.0,0.43568176,0.0,0.0,4.187147,0.0,0.0,0.0,0.0
76,0.0,0.0,0.43644568,0.0,0.0,4.1874347,0.0,0.0,0.0,0.0
77,0.0,0.0,0.43720943,0.0,0.0,4.1877213,0.0,0.0,0.0,0.0
78,0.0,0.0,0.43797326,0.0,0.0,4.1880083,0.0,0.0,0.0,0.0
79,0.0,0.0,0.43873706,0.0,0.0,4.1882954,0.0,0.0,0.0,0.0
80,0.0,0.0,0.43950075,0.0,0.0,4.1885824,0.0,0.0,0.0,0.0
81,0.0,0.0,0.4402644,0.0,0.0,4.1888685,0.0,0.0,0.0,0.0
82,0.0,0.0,0.44102824,0.0,0.0,4.189156,0.0,0.0,0.0,0.0
83,0.0,0.0,0.44179213,0.0,0.0,4.1894426,0.0,0.0,0.0,0.0
84,0.0,0.0,0.44255584,0.0,0.0,4.1897297,0.0,0.0,0.0,0.0
85,0.0,0.0,0.44332105,0.0,0.0,4.1900177,0.0,0.0,0.0,0.0
86,0.0,0.0,0.44408858,0.0,0.0,4.190306,0.0,0.0,0.0,0.0
87,0.0,0.0,0.44485596,0.0,0.0,4.190596,0.0,0.0,0.0,0.0
88,0.0,0.0,0.4456236,0.0,0.0,4.1908846,0.0,0.0,0.0,0.0
89,0.0,0.0,0.4463911,0.0,0.0,4.191173,0.0,0.0,0.0,0.0
90,0.0,0.0,0.44715852,0.0,0.0,4.191462,0.0,0.0,0.0,0.0
91,0.0,0.0,0.44792622,0.0,0.0,4.1917515,0.0,0.0,0.0,0.0
92,0.0,0.0,0.44869363,0.0,0.0,4.19204,0.0,0.0,0.0,0.0
93,0.0,0.0,0.4494515,0.0,0.0,4.192315,0.0,0.0,0.0,0.0
94,0.0,0.0,0.4501969,0.0,0.0,4.192572,0.0,0.0,0.0,0.0
95,0.0,0.0,0.45094213,0.0,0.0,4.192829,0.0,0.0,0.0,0.0
96,0.0,0.0,0.4516877,0.0,0.0,4.1930866,0.0,0.0,0.0,0.0
97,0.0,0.0,0.45243347,0.0,0.0,4.193344,0.0,0.0,0.0,0.0
98,0.0,0.0,0.45317978,0.0,0.0,4.1936016,0.0,0.0,0.0,0.0
99,0.0,0.0,0.4539262,0.0,0.0,4.1938596,0.0,0.0,0.0,0.0
100,0.0,0.0,0.45467252,0.0,0.0,4.194118,0.0,0.0,0.0,0.0
101,0.0,0.0,0.45541897,0.0,0.0,4.1943765,0.0,0.0,0.0,0.0
102,0.0,0.0,0.45616537,0.0,0.0,4.1946344,0.0,0.0,0.0,0.0
103,0.0,0.0,0.45691454,0.0,0.0,4.1948957,0.0,0.0,0.0,0.0
104,0.0,0.0,0.45766404,0.0,0.0,4.1951575,0.0,0.0,0.0,0.0
105,0.0,0.0,0.45841342,0.0,0.0,4.195419,0.0,0.0,0.0,0.0
106,0.0,0.0,0.4591627,0.0,0.0,4.1956806,0.0,0.0,0.0,0.0
107,0.0,0.0,0.45991212,0.0,0.0,4.1959424,0.0,0.0,0.0,0.0
108,0.0,0.0,0.46066147,0.0,0.0,4.196203,0.0,0.0,0.0,0.0
109,0.0,0.0,0.46141088,0.0,0.0,4.196465,0.0,0.0,0.0,0.0
110,0.0,0.0,0.46216014,0.0,0.0,4.196726,0.0,0.0,0.0,0.0
111,0.0,0.0,0.46291018,0.0,0.0,4.19699,0.0,0.0,0.0,0.0
112,0.0,0.0,0.46366033,0.0,0.0,4.197254,0.0,0.0,0.0,0.0
113,0.0,0.0,0.46441036,0.0,0.0,4.197518,0.0,0.0,0.0,0.0
114,0.0,0.0,0.46516043,0.0,0.0,4.197781,0.0,0.0,0.0,0.0
115,0.0,0.0,0.4659105,0.0,0.0,4.1980453,0.0,0.0,0.0,0.0
116,0.0,0.0,0.46666044,0.0,0.0,4.198309,0.0,0.0,0.0,0.0
117,0.0,0.0,0.46741062,0.0,0.0,4.198574,0.0,0.0,0.0,0.0
118,0.0,0.0,0.4681614,0.0,0.0,4.198841,0.0,0.0,0.0,0.0
119,0.0,0.0,0.4689122,0.0,0.0,4.199108,0.0,0.0,0.0,0.0
120,0.0,0.0,0.4696631,0.0,0.0,4.1993756,0.0,0.0,0.0,0.0
121,0.0,0.0,0.47041386,0.0,0.0,4.1996436,0.0,0.0,0.0,0.0
122,0.0,0.0,0.47116464,0.0,0.0,4.199911,0.0,0.0,0.0,0.0
123,0.0,0.0,0.47191733,0.0,0.0,4.200181,0.0,0.0,0.0,0.0
124,0.0,0.0,0.47267073,0.0,0.0,4.2004514,0.0,0.0,0.0,0.0
125,0.0,0.0,0.47342405,0.0,0.0,4.2007213,0.0,0.0,0.0,0.0
126,0.0,0.0,0.4741773,0.0,0.0,4.2009916,0.0,0.0,0.0,0.0
127,0.0,0.0,0.47493067,0.0,0.0,4.201263,0.0,0.0,0.0,0.0
128,0.0,0.0,0.47568405,0.0,0.0,4.2015333,0.0,0.0,0.0,0.0
129,0.0,0.0,0.47643661,0.0,0.0,4.2018023,0.0,0.0,0.0,0.0
130,0.0,0.0,0.47718656,0.0,0.0,4.202067,0.0,0.0,0.0,0.0
131,0.0,0.0,0.47793645,0.0,0.0,4.202332,0.0,0.0,0.0,0.0
132,0.0,0.0,0.4786865,0.0,0.0,4.202597,0.0,0.0,0.0,0.0
133,0.0,0.0,0.4794364,0.0,0.0,4.202862,0.0,0.0,0.0,0.0
134,0.0,0.0,0.48018634,0.0,0.0,4.2031274,0.0,0.0,0.0,0.0
135,0.0,0.0,0.4809364,0.0,0.0,4.203392,0.0,0.0,0.0,0.0
136,0.0,0.0,0.48168656,0.0,0.0,4.2036576,0.0,0.0,0.0,0.0
137,0.0,0.0,0.48243663,0.0,0.0,4.2039223,0.0,0.0,0.0,0.0
138,0.0,0.0,0.4831867,0.0,0.0,4.2041874,0.0,0.0,0.0,0.0
139,0.0,0.0,0.48393673,0.0,0.0,4.204453,0.0,0.0,0.0,0.0
140,0.0,0.0,0.4846868,0.0,0.0,4.2047186,0.0,0.0,0.0,0.0
141,0.0,0.0,0.4854369,0.0,0.0,4.204983,0.0,0.0,0.0,0.0
142,0.0,0.0,0.48618692,0.0,0.0,4.2052484,0.0,0.0,0.0,0.0
143,0.0,0.0,0.48693714,0.0,0.0,4.2055135,0.0,0.0,0.0,0.0
144,0.0,0.0,0.4876875,0.0,0.0,4.2057786,0.0,0.0,0.0,0.0
145,0.0,0.0,0.48844102,0.0,0.0,4.206048,0.0,0.0,0.0,0.0
146,0.0,0.0,0.4891925,0.0,0.0,4.206314,0.0,0.0,0.0,0.0
147,0.0,0.0,0.4899433,0.0,0.0,4.2065783,0.0,0.0,0.0,0.0
148,0.0,0.0,0.4906941,0.0,0.0,4.206843,0.0,0.0,0.0,0.0
149,0.0,0.0,0.49144512,0.0,0.0,4.2071075,0.0,0.0,0.0,0.0
150,0.0,0.0,0.49219573,0.0,0.0,4.2073736,0.0,0.0,0.0,0.0
151,0.0,0.0,0.49294674,0.0,0.0,4.207638,0.0,0.0,0.0,0.0
152,0.0,0.0,0.49368662,0.0,0.0,4.2078896,0.0,0.0,0.0,0.0
153,0.0,0.0,0.49442035,0.0,0.0,4.2081327,0.0,0.0,0.0,0.0
154,0.0,0.0,0.49515432,0.0,0.0,4.2083774,0.0,0.0,0.0,0.0
155,0.0,0.0,0.49588776,0.0,0.0,4.208621,0.0,0.0,0.0,0.0
156,0.0,0.0,0.49662158,0.0,0.0,4.208865,0.0,0.0,0.0,0.0
157,0.0,0.0,0.49735522,0.0,0.0,4.2091093,0.0,0.0,0.0,0.0
158,0.0,0.0,0.49808922,0.0,0.0,4.2093534,0.0,0.0,0.0,0.0
159,0.0,0.0,0.4988231,0.0,0.0,4.209599,0.0,0.0,0.0,0.0
160,0.0,0.0,0.49955708,0.0,0.0,4.2098446,0.0,0.0,0.0,0.0
161,0.0,0.0,0.5002911,0.0,0.0,4.21009,0.0,0.0,0.0,0.0
162,0.0,0.0,0.5010251,0.0,0.0,4.210335,0.0,0.0,0.0,0.0
163,0.0,0.0,0.50175893,0.0,0.0,4.210581,0.0,0.0,0.0,0.0
164,0.0,0.0,0.50249296,0.0,0.0,4.210827,0.0,0.0,0.0,0.0
165,0.0,0.0,0.50322694,0.0,0.0,4.2110724,0.0,0.0,0.0,0.0
166,0.0,0.0,0.5039611,0.0,0.0,4.2113175,0.0,0.0,0.0,0.0
167,0.0,0.0,0.5046949,0.0,0.0,4.2115636,0.0,0.0,0.0,0.0
168,0.0,0.0,0.5054288,0.0,0.0,4.21181,0.0,0.0,0.0,0.0
169,0.0,0.0,0.5061624,0.0,0.0,4.2120566,0.0,0.0,0.0,0.0
170,0.0,0.0,0.50689626,0.0,0.0,4.212303,0.0,0.0,0.0,0.0
171,0.0,0.0,0.5076302,0.0,0.0,4.2125497,0.0,0.0,0.0,0.0
172,0.0,0.00066533685,0.50836396,0.0,0.0,4.212796,0.0,0.0,0.0,0.00034055114
173,0.0,0.001473695,0.5090979,0.0,0.0,4.2130427,0.0,0.0,0.0,0.00075247884
174,0.0,0.0022817254,0.5098317,0.0,0.0,4.213289,0.0,0.0,0.0,0.0011641681
175,0.0,0.0030896962,0.51056564,0.0,0.0,4.2135353,0.0,0.0,0.0,0.0015759468
176,0.0,0.0038980842,0.5112993,0.0,0.0,4.213782,0.0,0.0,0.0,0.0019876063
177,0.0,0.004706055,0.5120332,0.0,0.0,4.214028,0.0,0.0,0.0,0.0023993254
178,0.0,0.0055143833,0.5127672,0.0,0.0,4.2142754,0.0,0.0,0.0,0.0028111339
179,0.0,0.0063225925,0.5135009,0.0,0.0,4.2145214,0.0,0.0,0.0,0.0032229125
180,0.0,0.007130593,0.5142347,0.0,0.0,4.214768,0.0,0.0,0.0,0.0036345422
181,0.0,0.007939011,0.51496875,0.0,0.0,4.215015,0.0,0.0,0.0,0.0040464103
182,0.0,0.00874725,0.5157025,0.0,0.0,4.2152615,0.0,0.0,0.0,0.00445804
183,0.0,0.009558797,0.5164391,0.0,0.0,4.215512,0.0,0.0,0.0,0.004868567
184,0.0,0.010370463,0.51717556,0.0,0.0,4.2157626,0.0,0.0,0.0,0.0052790344
185,0.0,0.011182159,0.5179121,0.0,0.0,4.2160134,0.0,0.0,0.0,0.0056895614
186,0.0,0.011993796,0.5186485,0.0,0.0,4.2162642,0.0,0.0,0.0,0.0061000288
187,0.0,0.012805104,0.519385,0.0,0.0,4.2165146,0.0,0.0,0.0,0.0065104067
188,0.0,0.0136170685,0.52012146,0.0,0.0,4.216766,0.0,0.0,0.0,0.006920904
189,0.0,0.014428675,0.5208579,0.0,0.0,4.2170157,0.0,0.0,0.0,0.0073313415
190,0.0,0.015240431,0.5215943,0.0,0.0,4.2172675,0.0,0.0,0.0,0.007741928
191,0.0,0.01604867,0.52232766,0.0,0.0,4.217514,0.0,0.0,0.0,0.008153588
192,0.0,0.016854763,0.5230587,0.0,0.0,4.2177587,0.0,0.0,0.0,0.0085657835
193,0.0,0.017660528,0.52378976,0.0,0.0,4.2180023,0.0,0.0,0.0,0.008978099
194,0.0,0.01846674,0.5245209,0.0,0.0,4.2182465,0.0,0.0,0.0,0.009390473
195,0.0,0.019272953,0.5252519,0.0,0.0,4.218491,0.0,0.0,0.0,0.009802908
196,0.0,0.020078689,0.5259831,0.0,0.0,4.218736,0.0,0.0,0.0,0.010215253
197,0.0,0.020884871,0.5267142,0.0,0.0,4.218981,0.0,0.0,0.0,0.010627598
198,0.0,0.021690786,0.5274451,0.0,0.0,4.219225,0.0,0.0,0.0,0.011039883
199,0.0,0.02249682,0.52817637,0.0,0.0,4.219469,0.0,0.0,0.0,0.011452347
200,0.0,0.023302972,0.5289074,0.0,0.0,4.219714,0.0,0.0,0.0,0.011864603
201,0.0,0.024108857,0.5296384,0.0,0.0,4.2199583,0.0,0.0,0.0,0.0122769475
202,0.0,0.02491507,0.53036946,0.0,0.0,4.220202,0.0,0.0,0.0,0.012689263
203,0.0,0.025720924,0.5311006,0.0,0.0,4.2204466,0.0,0.0,0.0,0.013101608
204,0.0,0.026526928,0.53183174,0.0,0.0,4.220691,0.0,0.0,0.0,0.013514042
205,0.0,0.027333051,0.53256273,0.0,0.0,4.2209353,0.0,0.0,0.0,0.013926297
206,0.0,0.028139085,0.5332939,0.0,0.0,4.2211795,0.0,0.0,0.0,0.014338821
207,0.0,0.028945237,0.5340251,0.0,0.0,4.221425,0.0,0.0,0.0,0.014751077
208,0.0,0.029750913,0.53475606,0.0,0.0,4.2216687,0.0,0.0,0.0,0.015163422
209,0.0,0.030556917,0.5354868,0.0,0.0,4.221908,0.0,0.0,0.0,0.015575677
210,0.0,0.031362325,0.53621745,0.0,0.0,4.222147,0.0,0.0,0.0,0.015988141
211,0.0,0.03216815,0.5369484,0.0,0.0,4.222387,0.0,0.0,0.0,0.016400397
212,0.0,0.032973796,0.5376791,0.0,0.0,4.2226267,0.0,0.0,0.0,0.016812652
213,0.0,0.033779353,0.53840995,0.0,0.0,4.222866,0.0,0.0,0.0,0.017225057
214,0.0,0.03458497,0.5391407,0.0,0.0,4.223105,0.0,0.0,0.0,0.017637312
215,0.0,0.035390824,0.5398715,0.0,0.0,4.223345,0.0,0.0,0.0,0.018049777
216,0.0,0.03619638,0.54060215,0.0,0.0,4.2235847,0.0,0.0,0.0,0.018462032
217,0.0,0.037002057,0.54133296,0.0,0.0,4.223824,0.0,0.0,0.0,0.018874258
218,0.0,0.037807643,0.5420637,0.0,0.0,4.2240634,0.0,0.0,0.0,0.019286692
219,0.0,0.03861323,0.54279447,0.0,0.0,4.224303,0.0,0.0,0.0,0.019698977
220,0.0,0.039418846,0.5435252,0.0,0.0,4.224542,0.0,0.0,0.0,0.020111263
221,0.0,0.0402247,0.54425603,0.0,0.0,4.2247815,0.0,0.0,0.0,0.020523638
222,0.0,0.041030258,0.54498696,0.0,0.0,4.225021,0.0,0.0,0.0,0.020935982
223,0.0,0.041835874,0.5457176,0.0,0.0,4.2252603,0.0,0.0,0.0,0.021348238
224,0.0,0.04264164,0.5464484,0.0,0.0,4.2254996,0.0,0.0,0.0,0.021760613
225,0.0,0.043447226,0.547179,0.0,0.0,4.225739,0.0,0.0,0.0,0.022172898
226,0.0,0.044252872,0.54790986,0.0,0.0,4.225979,0.0,0.0,0.0,0.022585183
227,0.0,0.04505816,0.54864097,0.0,0.0,4.2262187,0.0,0.0,0.0,0.022996664
228,0.0,0.045863092,0.54937196,0.0,0.0,4.226458,0.0,0.0,0.0,0.023407698
229,0.0,0.046668887,0.55010325,0.0,0.0,4.226698,0.0,0.0,0.0,0.023819149
230,0.0,0.047475517,0.5508346,0.0,0.0,4.2269387,0.0,0.0,0.0,0.024230689
231,0.0,0.048284113,0.5515684,0.0,0.0,4.227182,0.0,0.0,0.0,0.024644047
232,0.0,0.04909289,0.5523024,0.0,0.0,4.227425,0.0,0.0,0.0,0.025057465
233,0.0,0.049901456,0.5530364,0.0,0.0,4.227668,0.0,0.0,0.0,0.025470793
234,0.0,0.05071017,0.5537703,0.0,0.0,4.2279115,0.0,0.0,0.0,0.0258843
235,0.0,0.051519096,0.5545042,0.0,0.0,4.2281547,0.0,0.0,0.0,0.026297629
236,0.0,0.05232781,0.5552382,0.0,0.0,4.228398,0.0,0.0,0.0,0.026711017
237,0.0,0.053136438,0.5559723,0.0,0.0,4.228641,0.0,0.0,0.0,0.027124554
238,0.0,0.053945333,0.5567062,0.0,0.0,4.2288847,0.0,0.0,0.0,0.027538031
239,0.0,0.05475399,0.5574402,0.0,0.0,4.229128,0.0,0.0,0.0,0.02795124
240,0.0,0.055562913,0.55817413,0.0,0.0,4.229371,0.0,0.0,0.0,0.028364748
241,0.0,0.05637178,0.5589082,0.0,0.0,4.229614,0.0,0.0,0.0,0.028778195
242,0.0,0.057180315,0.55964226,0.0,0.0,4.229857,0.0,0.0,0.0,0.029191554
243,0.0,0.05798915,0.56037605,0.0,0.0,4.2301006,0.0,0.0,0.0,0.029605001
244,0.0,0.058797896,0.56111,0.0,0.0,4.230344,0.0,0.0,0.0,0.030018419
245,0.0,0.059606582,0.56184417,0.0,0.0,4.2305865,0.0,0.0,0.0,0.030431807
246,0.0,0.060415387,0.5625781,0.0,0.0,4.2308297,0.0,0.0,0.0,0.030845255
247,0.0,0.061223984,0.56331205,0.0,0.0,4.2310734,0.0,0.0,0.0,0.031258643
248,0.0,0.062030673,0.56404424,0.0,0.0,4.231314,0.0,0.0,0.0,0.03167221
249,0.0,0.062830746,0.5647713,0.0,0.0,4.23155,0.0,0.0,0.0,0.03208658
250,0.0,0.06363106,0.5654981,0.0,0.0,4.231785,0.0,0.0,0.0,0.032500982
251,0.0,0.06443137,0.5662252,0.0,0.0,4.232021,0.0,0.0,0.0,0.032915473
252,0.0012225509,0.06523174,0.56695205,0.0,0.0,4.2322555,0.0,0.0,0.0,0.033329874
253,0.002562821,0.06603202,0.56767905,0.0,0.0,4.2324905,0.0,0.0,0.0,0.033744305
254,0.003902793,0.066832095,0.56840605,0.0,0.0,4.232726,0.0,0.0,0.0,0.034158677
255,0.0052431226,0.067632526,0.5691329,0.0,0.0,4.232961,0.0,0.0,0.0,0.03457308
256,0.006582916,0.06843269,0.56985986,0.0,0.0,4.2331963,0.0,0.0,0.0,0.03498748
257,0.007922947,0.06923279,0.57058674,0.0,0.0,4.2334313,0.0,0.0,0.0,0.03540188
258,0.009263337,0.07003322,0.57131374,0.0,0.0,4.2336674,0.0,0.0,0.0,0.035816282
259,0.01060313,0.07083318,0.5720407,0.0,0.0,4.233902,0.0,0.0,0.0,0.036230624
260,0.011945784,0.071635544,0.57277,0.0,0.0,4.2341394,0.0,0.0,0.0,0.0366427
261,0.013289094,0.07243833,0.57349986,0.0,0.0,4.234379,0.0,0.0,0.0,0.037054062
262,0.0146327615,0.07324126,0.5742299,0.0,0.0,4.234617,0.0,0.0,0.0,0.037465572
263,0.015976131,0.07404402,0.57495993,0.0,0.0,4.234856,0.0,0.0,0.0,0.037876874
264,0.01731944,0.074846864,0.5756899,0.0,0.0,4.2350945,0.0,0.0,0.0,0.038288385
265,0.01866299,0.07564971,0.5764199,0.0,0.0,4.235333,0.0,0.0,0.0,0.038699746
266,0.020006299,0.07645249,0.57714987,0.0,0.0,4.235571,0.0,0.0,0.0,0.039111227
267,0.021349609,0.0772554,0.5778797,0.0,0.0,4.2358103,0.0,0.0,0.0,0.03952253
268,0.02269286,0.078058034,0.5786098,0.0,0.0,4.236048,0.0,0.0,0.0,0.03993377
269,0.024030328,0.0788545,0.5793393,0.0,0.0,4.2362833,0.0,0.0,0.0,0.04034117
270,0.025368392,0.079651535,0.58006907,0.0,0.0,4.2365184,0.0,0.0,0.0,0.040748775
271,0.02670461,0.080447346,0.58079875,0.0,0.0,4.236752,0.0,0.0,0.0,0.041156977
272,0.028034627,0.08123851,0.58152866,0.0,0.0,4.2369823,0.0,0.0,0.0,0.041568547
273,0.029364705,0.08202943,0.5822586,0.0,0.0,4.237212,0.0,0.0,0.0,0.04198003
274,0.030694544,0.082820565,0.58298874,0.0,0.0,4.2374425,0.0,0.0,0.0,0.0423916
275,0.032024562,0.08361155,0.5837188,0.0,0.0,4.2376723,0.0,0.0,0.0,0.04280311
276,0.033354342,0.08440274,0.5844488,0.0,0.0,4.2379026,0.0,0.0,0.0,0.04321471
277,0.03468448,0.08519387,0.58517873,0.0,0.0,4.238132,0.0,0.0,0.0,0.04362622
278,0.036014378,0.085984975,0.5859088,0.0,0.0,4.2383623,0.0,0.0,0.0,0.04403779
279,0.037346482,0.08677757,0.58664036,0.0,0.0,4.2385926,0.0,0.0,0.0,0.04444766
280,0.038678765,0.08757004,0.58737195,0.0,0.0,4.238823,0.0,0.0,0.0,0.044857323
281,0.040011287,0.08836278,0.58810353,0.0,0.0,4.239054,0.0,0.0,0.0,0.045267224
282,0.04134363,0.089155495,0.58883524,0.0,0.0,4.2392845,0.0,0.0,0.0,0.045676976
283,0.04267615,0.0899483,0.5895669,0.0,0.0,4.239515,0.0,0.0,0.0,0.04608679
284,0.044008195,0.09074083,0.5902984,0.0,0.0,4.2397456,0.0,0.0,0.0,0.04649666
285,0.045340538,0.09153351,0.5910303,0.0,0.0,4.239976,0.0,0.0,0.0,0.046906292
286,0.04667312,0.092326075,0.5917617,0.0,0.0,4.2402067,0.0,0.0,0.0,0.047316313
287,0.048004746,0.09311792,0.5924932,0.0,0.0,4.2404366,0.0,0.0,0.0,0.047725856
288,0.049336493,0.09390935,0.59322447,0.0,0.0,4.240665,0.0,0.0,0.0,0.048135668
289,0.050667882,0.094700426,0.59395695,0.0,0.0,4.2408943,0.0,0.0,0.0,0.04854563
290,0.051999032,0.09549141,0.59468955,0.0,0.0,4.241123,0.0,0.0,0.0,0.04895538
291,0.05333036,0.096282244,0.59542215,0.0,0.0,4.241352,0.0,0.0,0.0,0.04936531
